Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,102810,111157,2020-03-30 19:30:18 EDT,2020-03-30,19:30:18,Link,458,280,42,98,31,0,0,1,6,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2597153117198760,This is very important news that we hope will truly be a game changer for all those currently suffering from the Coronavirus and those yet to be diagnosed. This is not what Pharma and Fauci want because there's no outrageous profit involved. It makes far more sense than waiting for a vaccine that would be rushed to market despite a lack of appropriate safety testing.,https://edition.cnn.com/world/live-news/coronavirus-outbreak-03-30-20-intl-hnk/h_e3d184969ee949b7200a3361b6010bde?utm_source=twCNN&utm_content=2020-03-30T10%3A49%3A03&utm_term=link&utm_medium=social,,,US FDA issues limited emergency use authorization for two drugs usually used to treat malaria,The US Food and Drug Administration (FDA) has issued an emergency use authorization for chloroquine and hydroxychloroquine to treat patients hospitalized with Covid-19.,,,,1.57
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913216,1877753,2020-03-30 18:49:01 EDT,2020-03-30,18:49:01,Link,13,7,2,3,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2991691254206947,"Don't post photos and videos of your kids online without their consent. If you can't follow that rule -- and let's be honest, all of us parents want to share cute pictures of our babies -- at least...",https://www.healthy-holistic-living.com/bullied-9-year-old-quaden-bayles-paid-a-price-for-outpouring-of-support/?utm_source=HHL,,,Bullied 9-year-old Quaden Bayles paid a price for outpouring of support,"After 9-year-old Quaden Bayles’ mother, Yarraka, posted a video of him on Facebook, things escalated quickly.",,,,-12.85
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,102810,111157,2020-03-30 18:32:32 EDT,2020-03-30,18:32:32,Link,316,169,48,70,3,7,0,5,14,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2597134077200664,The media's treatment of the CDC has been nearly reverential for decades. That may be changing now that the agency has made one bungle after another in its handling of the Coronavirus situation. From the article: ProPublica obtained hundreds of pages of documents that it said painted a picture of chaos at the country’s leading national public health agency that slowed the early response to the deadly illness.,https://nypost.com/2020/03/27/cdc-underestimated-threat-from-coronavirus-botched-response-report/,,,"CDC underestimated threat from coronavirus, botched response: report",The Centers for Disease Control and Prevention underestimated the threat from the emerging outbreak of the coronavirus in the US — and bungled its communication with local public health agencies ab…,,,,1.09
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,102810,111157,2020-03-30 17:30:49 EDT,2020-03-30,17:30:49,Link,236,75,7,73,0,19,0,17,45,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2597121593868579,"The lack of concern for U.S. farmers and human health on the part of industry is stunning. In some of the internal emails discovered, employees appear to be joking about sharing “voodoo science” and hoping to stay “out of jail”.",https://www.theguardian.com/us-news/2020/mar/30/monsanto-crop-system-damage-us-farms-documents,,,Revealed: Monsanto predicted crop system would damage US farms,Internal documents describe how to profit from farmer losses and desire to oppose some independent testing,,,,-1.23
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913216,1877753,2020-03-30 17:00:39 EDT,2020-03-30,17:00:39,Photo,236,59,16,63,6,0,92,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2991523467557059,Tag them below! 😂,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/2991523467557059/?type=3,,me and my coworkers logging into all of our meetings remotely for the next couple of weeks,Timeline Photos,,,,,-6.3
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,29932,30878,2020-03-30 16:52:00 EDT,2020-03-30,16:52:00,Photo,5,1,2,0,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1877271159075126,Interested in trying some of our products...but not sure you'll love them? Have no fear. We guarantee it...or your money back.,https://www.facebook.com/earthley/photos/a.749202208548699/1877270795741829/?type=3,,,,,,,,-136.4
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,102810,111157,2020-03-30 16:15:35 EDT,2020-03-30,16:15:35,Native Video,185,95,1,58,23,7,0,0,1,0,share,No,1470,177989,0,00:03:29,https://www.facebook.com/ChildrensHealthDefense/posts/2597104090536996,"From RFK, Jr: WATCH + SHARE this important video. This is the sort of low tech solution that Big Pharma doesn’t want you to know about.Protect your community from the virus and your privacy from Big Telecom’s 5G facial recognition systems. Fight the Surveillance State.(Btw. Czechs rarely get flu shots so...)",https://www.facebook.com/rfkjr/videos/578300446106742/,,,"Robert F. Kennedy, Jr",WATCH + SHARE this important video.,,,,-2.21
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913216,1877753,2020-03-30 16:00:30 EDT,2020-03-30,16:00:30,Link,160,70,5,43,9,0,33,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/2984660598243346,👏👏👏,https://www.healthy-holistic-living.com/denmark-supermarket-uses-clever-price-trick-to-combat-hand-sanitizer-hoarding/?utm_source=HHL,,,Denmark Supermarket Uses Clever Price Trick To Combat Hand Sanitizer Hoarding,"With the recent spread of coronavirus and the illness it causes, known as COVID-19, we’ve seen people’s behavior go a little off-kilter.",,,,-1.04
Holistic Hilda,HolisticHilda,985921748210269,PODCAST,,Do you want to improve your health w/o fancy shakes or flashy programs? Holistic Hilda is an expert on ancestral health practices & she can show you how to nurture wellbeing the natural way.,2020-05-01 19:32:09 EDT,N/A,N/A,2020-03-30 15:43:02 EDT,2020-03-30,15:43:02,Photo,75,42,5,8,20,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/HolisticHilda/posts/1807094029426366,"My husband is a football coach & he has taught me that the best defense is a strong offense. 🏈 I will not cower in fear in my home, waiting for some virus to attack me. ❌ Instead, I choose to be proactive.💪🏼 To nurture my body, I: ✅ take cod liver oil ✅ get 8-9 hours sleep ✅ get sun every a.m. (30 min) ✅ walk 1 hr every day ✅ lift weights 3x per week ✅ avoid sugar ✅ include organ meats & seafood in my diet weekly To nurture my spirit, I: 🙏 keep a gratitude journal 🙏 watch positive media only 🙏 relish moments w/ family 🙏 play my guitar & games too 🙏 immerse in nature 🙏 read devotional books 🙏 connect w/ family & friends Basically I’m doing what I always do but with more intention & joy. 💫 And love. 🧡 Because perfect love casts out fear. What are you doing to stay strong right now, in body & spirit? ☺️ P.S. Looking for more encouragement? Listen to Wise Traditions podcast #234 w/ Joel Salatin! 🎧 It’s “Common sense in the face of COVID-19” & it’s hot off the presses! 🔥 Get it wherever you get your podcasts (& link in bio). ☀️😊",https://www.facebook.com/HolisticHilda/photos/a.1002953586507085/1807094029426366/?type=3,,Your immune system is the best defense against the coronavirus. Your spirit is the best defense against the fear virus. Use both. Trust both. Strengthen both. holistichilda,Timeline Photos,,,,,2.14
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,102810,111157,2020-03-30 15:24:30 EDT,2020-03-30,15:24:30,Native Video,443,133,46,145,3,54,0,45,17,0,share,No,3037,1139143,0,00:08:14,https://www.facebook.com/ChildrensHealthDefense/posts/2597099980537407,"Is this the future for Amerika? This video shows why Big Telecom loves #coronavirus. The quarantine has facilitated the unobstructed #5G rollout and has effectively ended the opportunity for mass public protests which were our best hope for derailing the 5G robber barons from microwaving our country and destroying nature. The Telecom Titans now have an open road, willing politicians and a compliant population sufficiently frightened, beleaguered, broke and submissive to relinquish their constitutional freedoms and welcome the surveillance state. 5G has little to do with improving service to individuals. It has everything to do with #BigTech data mining, surveillance and social control. If we don’t stop them, they will engineer a massive transfer of wealth and sovereignty away from our citizens into the hands of Big Telecom, Big Tech (Microsoft, Facebook, Google) #BigPharma, the military/intelligence apparatus and the ruling plutocrats. Chief among these is Bill Gates with his sinister anti-American tracking system (ID2020), his suspiciously coincidental October 2019 Coronavirus War Game simulations (Gates passed out adorable coronavirus themed stuffed animals to all the high level participants), his pandemic documentary on #Netflix, his autocratic control of Anthony Fauci and the WHO (for which he is the top funder), his coronavirus #vaccine patents and his barely disguised — let’s be honest — giddy-delight at the quarantine that is impoverishing his countrymen and crushing their will to resist his tyrannical “reforms.” Gates wants us to cede all power to his “benevolent” dictatorship —including power over our bodies, our health and our children. Gates is the nerdy kid with the magnifying glass. The rest of us are ants getting torched in his global science experiment.",https://www.facebook.com/rfkjr/videos/170145104027639/,,,"Robert F. Kennedy, Jr","Is this the future for Amerika?

This video shows why Big Telecom loves #coronavirus. The quarantine has facilitated the unobstructed #5G rollout and has effectively ended the opportunity for mass public protests which were our best hope for derailing the 5G robber barons from microwaving our country and destroying nature. The Telecom Titans now have an open road, willing politicians and a compliant population sufficiently frightened, beleaguered, broke and submissive to relinquish their constitutional freedoms and welcome the surveillance state.

5G has little to do with improving service to individuals. It has everything to do with #BigTech data mining, surveillance and social control. If we don’t stop them, they will engineer a massive transfer of wealth and sovereignty away from our citizens into the hands of Big Telecom, Big Tech (Microsoft, Facebook, Google) #BigPharma, the military/intelligence apparatus and the ruling plutocrats. 

Chief among these is Bill Gates with his sinister anti-American tracking system (ID2020), his suspiciously coincidental October 2019 Coronavirus War Game simulations (Gates passed out adorable coronavirus themed stuffed animals to all the high level participants), his pandemic documentary on #Netflix, his autocratic control of Anthony Fauci and the WHO (for which he is the top funder), his coronavirus #vaccine patents and his barely disguised — let’s be honest — giddy-delight at the quarantine that is impoverishing his countrymen and crushing their will to resist his tyrannical “reforms.”

Gates wants us to cede all power to his “benevolent” dictatorship —including power over our bodies, our health and our children. Gates is the nerdy kid with the magnifying glass. The rest of us are ants getting torched in his global science experiment.",,,,1.09
